iter	MAE
1665	7.70515096
1666	7.704884888
1667	7.704628639
1668	7.704344146
1669	7.70401384
1670	7.703630554
1671	7.703214027
1672	7.702797256
1673	7.702402589
1674	7.702147746
1675	7.701729341
1676	7.701268606
1677	7.700811479
1678	7.700590224
1679	7.700199841
1680	7.699964534
1681	7.699561609
1682	7.699152128
1683	7.698893233
1684	7.698378335
1685	7.697968916
1686	7.697470977
1687	7.696893772
1688	7.696613537
1689	7.69634168
1690	7.69608616
1691	7.69583811
1692	7.695585796
1693	7.695223106
1694	7.694955064
1695	7.694404861
1696	7.69403856
1697	7.693581749
1698	7.693163006
1699	7.692921844
1700	7.69270439
1701	7.692343508
1702	7.691854354
1703	7.691500488
1704	7.691216539
1705	7.690793934
1706	7.69035826
1707	7.690201066
1708	7.689957925
1709	7.689391048
1710	7.689148067
1711	7.688888576
1712	7.688610458
1713	7.688082693
1714	7.687549109
1715	7.687091807
1716	7.686692792
1717	7.686250083
1718	7.685788671
1719	7.685450001
1720	7.685065205
1721	7.684803778
1722	7.684416522
1723	7.684119817
1724	7.683630708
1725	7.683155241
1726	7.682840691
1727	7.68231432
1728	7.681979437
1729	7.681644209
1730	7.681334183
1731	7.680826983
1732	7.680616657
1733	7.680273775
1734	7.679932552
1735	7.679327714
1736	7.679103704
1737	7.678823798
1738	7.678506017
1739	7.67811222
1740	7.677853184
1741	7.677352468
1742	7.677044637
1743	7.676763555
1744	7.676455234
1745	7.676179133
1746	7.675835202
1747	7.675542648
1748	7.675191733
1749	7.674990453
1750	7.674746513
1751	7.674427839
1752	7.673912522
1753	7.673592819
1754	7.673214627
1755	7.672999413
1756	7.672730107
1757	7.671947178
1758	7.671734369
1759	7.671266817
1760	7.67082881
1761	7.670390231
1762	7.670002827
1763	7.669758994
1764	7.66939016
1765	7.66898159
1766	7.668809572
1767	7.668369369
1768	7.668152911
1769	7.667671316
1770	7.667434148
1771	7.667054805
1772	7.666651879
1773	7.666356769
1774	7.666047886
1775	7.665834888
1776	7.665450163
1777	7.665177783
1778	7.664801407
1779	7.664476976
1780	7.664042398
1781	7.663700247
1782	7.663473413
1783	7.663216652
1784	7.662898272
1785	7.662750912
1786	7.662356441
1787	7.662245572
1788	7.661947651
1789	7.661821617
1790	7.661565458
1791	7.661289285
1792	7.661011807
1793	7.660698913
1794	7.660392714
1795	7.660095591
1796	7.659757135
1797	7.659259778
1798	7.65880648
1799	7.658617727
1800	7.658415092
1801	7.658050056
1802	7.657616944
1803	7.657349736
1804	7.657173165
1805	7.656779197
1806	7.656356588
1807	7.655927788
1808	7.655544593
1809	7.655299561
1810	7.655102686
1811	7.654628634
1812	7.654440928
1813	7.654155459
1814	7.65373635
1815	7.653216009
1816	7.652844761
1817	7.652359956
1818	7.652041547
1819	7.65167172
1820	7.65131979
1821	7.650846236
1822	7.650587917
1823	7.650379967
1824	7.650018538
1825	7.649616349
1826	7.649114831
1827	7.648734604
1828	7.648351872
1829	7.648035831
1830	7.647623145
1831	7.647191879
1832	7.64687897
1833	7.64646559
1834	7.646204064
1835	7.645833317
1836	7.645603557
1837	7.645307944
1838	7.644998167
1839	7.644644472
1840	7.644400203
1841	7.64417406
1842	7.643768919
1843	7.643508411
1844	7.643343307
1845	7.643029772
1846	7.642712821
1847	7.642491683
1848	7.642056502
1849	7.641691865
1850	7.641415364
1851	7.641207587
1852	7.640926009
1853	7.64054497
1854	7.639917534
1855	7.639625408
1856	7.638997437
1857	7.638567657
1858	7.638297191
1859	7.638049313
1860	7.637643368
1861	7.637209191
1862	7.636943708
1863	7.636464738
1864	7.636150173
1865	7.635994432
1866	7.635561383
1867	7.635268706
1868	7.634744085
1869	7.634318572
1870	7.634121558
1871	7.633953786
1872	7.633689293
1873	7.633414289
1874	7.632992439
1875	7.632749936
1876	7.632228545
1877	7.631963848
1878	7.631733579
1879	7.631537963
1880	7.631177235
1881	7.630793628
1882	7.630402692
1883	7.629959374
1884	7.629695815
1885	7.629489979
1886	7.629034251
1887	7.62873776
1888	7.628639967
1889	7.628239007
1890	7.627908696
1891	7.627417671
1892	7.627257389
1893	7.626986681
1894	7.626818082
1895	7.626563886
1896	7.626315887
1897	7.62603525
1898	7.625908851
1899	7.625584756
1900	7.625391146
1901	7.624860403
1902	7.624481854
1903	7.624171839
1904	7.623616628
1905	7.623368442
1906	7.623069659
1907	7.622826872
1908	7.622576076
1909	7.622120424
1910	7.621789203
1911	7.621584831
1912	7.621244679
1913	7.620746329
1914	7.62046434
1915	7.619983544
1916	7.619712847
1917	7.619333214
1918	7.618714153
1919	7.618361917
1920	7.618094249
1921	7.617831209
1922	7.617566568
1923	7.617289392
1924	7.616921658
1925	7.616656425
1926	7.616356249
1927	7.615976382
1928	7.615683821
1929	7.615452443
1930	7.614982267
1931	7.614743943
1932	7.614214581
1933	7.613757911
1934	7.613396052
1935	7.612999133
1936	7.612451433
1937	7.61197281
1938	7.611630277
1939	7.611348285
1940	7.611041858
1941	7.610498114
1942	7.610071301
1943	7.609663595
1944	7.609407926
1945	7.609050854
1946	7.608670565
1947	7.608232792
1948	7.60797607
1949	7.607606968
1950	7.607358316
1951	7.606925308
1952	7.606413607
1953	7.606146678
1954	7.605626089
1955	7.605283927
1956	7.605075823
1957	7.604787532
1958	7.604662879
1959	7.604438234
1960	7.60406919
1961	7.603673769
1962	7.603494795
1963	7.603100556
1964	7.602966498
1965	7.602600606
1966	7.602383382
1967	7.60212709
1968	7.601851832
